Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,26.0,,Eco,,4,5,4,3,4,4,,,4,5,5,5,5,,0.0,21.0,neutral or dissatisfied
Male,Loyal Customer,58.0,Business travel,Business,2886.0,5,5,5,5,2,4,4.0,,4,4,4,3,4,5.0,,15.0,satisfied
Female,Loyal Customer,,,Eco,,4,4,1,4,2,4,4.0,,4,4,4,2,4,,0.0,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,,2,2,2,2,3,4,1.0,,5,5,4,1,5,,,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,,2,1,1,1,1,3,,,2,2,2,2,2,3.0,1.0,3.0,neutral or dissatisfied
Female,Loyal Customer,58.0,,Business,432.0,2,4,2,3,4,2,,,1,2,1,1,1,,27.0,31.0,neutral or dissatisfied
Female,Loyal Customer,54.0,,Eco,,3,3,3,2,3,3,4.0,,2,3,2,2,2,,,18.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,3,5,3,2,5,3,5.0,,4,4,5,5,5,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,59.0,,Business,,2,2,2,2,4,5,5.0,,5,5,5,3,5,,,0.0,satisfied
Male,Loyal Customer,49.0,Business travel,Business,,4,2,4,4,3,4,4.0,,5,5,5,3,5,,0.0,11.0,satisfied
Female,Loyal Customer,,,Eco,328.0,4,2,2,2,4,4,4.0,,1,4,3,4,5,4.0,,0.0,satisfied
Female,Loyal Customer,,,Business,,1,1,1,1,4,5,,,4,4,4,5,4,,,0.0,satisfied
Male,Loyal Customer,35.0,,Business,216.0,3,3,3,3,2,5,,,5,5,3,5,5,,,1.0,satisfied
Male,Loyal Customer,,Business travel,Business,,4,2,2,2,4,4,4.0,,2,1,3,1,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,30.0,,Business,,1,2,2,2,1,1,1.0,,2,1,3,4,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,4,4,4,4,5,4,4.0,4.0,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,,2,2,4,2,4,5,,,3,5,5,5,5,5.0,394.0,383.0,satisfied
Female,disloyal Customer,21.0,Business travel,Eco,998.0,3,3,3,3,5,3,,,3,5,4,1,4,,30.0,29.0,neutral or dissatisfied
Male,Loyal Customer,35.0,Personal Travel,Eco,,2,0,3,2,5,3,4.0,,5,4,5,5,4,5.0,21.0,35.0,neutral or dissatisfied
Female,Loyal Customer,63.0,,Eco,,3,3,3,3,3,3,,,4,3,4,2,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,48.0,Business travel,Business,,3,3,3,3,4,5,5.0,,4,5,4,5,4,,3.0,3.0,satisfied
Female,Loyal Customer,47.0,,Business,,1,1,1,1,2,4,4.0,,4,4,4,4,4,4.0,,21.0,satisfied
Female,Loyal Customer,,,Business,,3,3,3,3,4,4,,,5,5,5,3,5,,,4.0,satisfied
Female,disloyal Customer,26.0,Business travel,Eco,,1,3,1,3,2,1,,,3,5,3,2,4,,0.0,6.0,neutral or dissatisfied
Male,Loyal Customer,46.0,Business travel,Business,,1,1,3,1,3,2,,,3,4,3,2,3,,,17.0,satisfied
Female,Loyal Customer,,,Business,,5,5,5,5,4,5,,,5,5,5,2,5,,0.0,0.0,satisfied
Male,disloyal Customer,34.0,Business travel,Eco,,2,3,3,3,5,2,,,3,1,3,3,2,,,78.0,neutral or dissatisfied
Female,Loyal Customer,44.0,Business travel,Business,,4,4,4,4,2,3,,2.0,2,2,2,5,2,,0.0,0.0,satisfied
Female,Loyal Customer,48.0,,Business,,5,5,5,5,1,2,4.0,,3,3,3,4,3,,,15.0,satisfied
Male,disloyal Customer,,Business travel,Business,,4,4,4,4,1,4,1.0,,4,3,4,4,5,,,0.0,satisfied
Male,Loyal Customer,,,Business,,1,1,1,1,5,5,5.0,,5,5,5,3,5,,,0.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,486.0,2,4,2,3,5,5,4.0,,4,2,4,3,4,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,31.0,,Business,,1,1,1,1,4,4,4.0,,3,3,5,5,4,,29.0,15.0,satisfied
Female,disloyal Customer,49.0,,Business,187.0,3,3,3,3,2,3,2.0,2.0,4,4,4,3,4,,4.0,5.0,neutral or dissatisfied
Male,disloyal Customer,44.0,Business travel,Business,1844.0,3,3,3,1,4,3,1.0,4.0,5,2,4,3,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco Plus,587.0,2,2,2,4,4,2,,4.0,2,5,3,2,3,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,21.0,,Eco,837.0,2,2,2,3,5,2,5.0,,1,4,4,4,4,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,25.0,Business travel,Business,,3,3,3,3,3,3,,,1,5,4,3,3,3.0,,64.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,1,1,1,1,2,4,,,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,53.0,Business travel,Business,,3,3,2,3,4,5,,,4,4,4,3,4,,,8.0,satisfied
Male,Loyal Customer,55.0,,Business,,2,2,2,2,5,4,,,3,4,5,4,3,4.0,,77.0,satisfied
Male,disloyal Customer,41.0,,Eco,,5,5,5,5,3,5,1.0,,3,5,1,1,1,,0.0,0.0,satisfied
Female,disloyal Customer,20.0,Business travel,Eco,,4,4,4,2,2,4,2.0,,3,3,5,3,4,2.0,34.0,21.0,neutral or dissatisfied
Male,Loyal Customer,46.0,Business travel,Business,1020.0,5,5,5,5,2,4,4.0,,4,4,4,3,4,,,0.0,satisfied
Female,Loyal Customer,32.0,Business travel,Business,151.0,0,5,0,4,3,3,3.0,,1,2,1,4,2,3.0,,64.0,satisfied
Male,disloyal Customer,23.0,,Eco,,4,3,4,3,2,4,,,1,5,3,1,4,2.0,7.0,4.0,neutral or dissatisfied
Female,Loyal Customer,43.0,Business travel,Eco,,2,1,1,1,5,4,,2.0,2,2,2,2,2,,,14.0,satisfied
Female,Loyal Customer,32.0,Business travel,Eco,,4,2,2,2,4,4,,,4,4,3,1,1,4.0,,49.0,satisfied
Female,Loyal Customer,,Business travel,Business,1747.0,4,4,4,4,4,5,,,5,5,5,4,5,5.0,,34.0,satisfied
Female,Loyal Customer,,Business travel,Business,,1,3,3,3,1,4,3.0,,1,1,1,1,1,1.0,,1.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,4,4,4,4,4,4,4.0,,3,4,4,4,5,,0.0,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,,0,0,0,1,3,5,5.0,,5,5,5,4,5,4.0,,0.0,satisfied
Male,Loyal Customer,34.0,Personal Travel,Eco,,1,5,0,3,4,0,,,3,3,4,5,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,66.0,Business travel,Eco Plus,204.0,4,2,2,2,3,4,,,2,2,3,1,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,5,2,5,3,1,2,1.0,,1,4,4,2,4,1.0,,0.0,satisfied
Female,Loyal Customer,23.0,Business travel,Business,,3,4,4,4,3,3,,,3,5,3,1,4,3.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,2,2,5,2,3,3,4.0,,5,4,5,2,5,,38.0,48.0,satisfied
Female,Loyal Customer,,Business travel,Business,2586.0,4,4,4,4,5,5,5.0,,5,5,5,4,5,,0.0,3.0,satisfied
Male,Loyal Customer,33.0,Business travel,Business,,4,4,4,4,4,4,4.0,,5,4,4,5,4,,0.0,0.0,satisfied
Female,Loyal Customer,65.0,,Eco,,2,1,2,4,3,2,4.0,,1,2,1,3,1,,,0.0,neutral or dissatisfied
Female,Loyal Customer,66.0,,Business,1744.0,4,1,3,1,1,1,,,4,4,4,3,4,1.0,,1.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,2,2,2,2,4,4,4.0,,2,2,2,5,2,5.0,,3.0,satisfied
Male,Loyal Customer,11.0,Business travel,Eco Plus,,4,1,1,1,4,3,2.0,,1,2,2,4,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,63.0,Business travel,Business,2987.0,1,1,1,1,3,4,,,4,4,4,4,4,3.0,0.0,9.0,satisfied
Female,Loyal Customer,49.0,Business travel,Eco,,4,2,2,2,1,1,,,5,4,5,4,5,,,0.0,satisfied
Male,Loyal Customer,59.0,Business travel,Business,258.0,5,5,5,5,4,5,4.0,5.0,5,5,5,3,5,3.0,,0.0,satisfied
Male,Loyal Customer,39.0,,Business,2588.0,1,1,1,1,3,5,,,4,4,4,4,4,5.0,,0.0,satisfied
Male,disloyal Customer,,Business travel,Eco,,2,0,2,1,2,2,,,3,4,3,3,1,2.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,27.0,Personal Travel,Eco,,3,5,3,1,3,3,3.0,,5,2,5,5,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,48.0,Business travel,Business,,3,3,3,3,3,5,5.0,,5,5,5,5,5,3.0,,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,3,5,3,2,1,3,1.0,,5,5,5,4,4,1.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,53.0,Business travel,Business,3106.0,1,3,3,3,2,3,2.0,,2,2,1,2,2,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,4,4,4,2,1,4,,1.0,4,2,4,3,5,,0.0,0.0,satisfied
Female,Loyal Customer,20.0,Personal Travel,Eco,,2,4,2,4,2,2,,,4,4,4,5,4,,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,38.0,,Business,297.0,3,3,3,4,5,3,,,4,5,3,2,4,5.0,,2.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,1,1,1,1,4,1,,3.0,3,3,3,2,3,5.0,,0.0,satisfied
Male,Loyal Customer,70.0,,Eco,,2,5,2,5,5,2,2.0,,3,2,3,4,1,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,3,3,3,3,2,4,4.0,,3,4,3,4,3,4.0,0.0,6.0,satisfied
Male,Loyal Customer,19.0,Business travel,Business,,5,5,5,5,4,5,4.0,,5,5,1,5,4,,0.0,0.0,satisfied
Male,Loyal Customer,47.0,Business travel,Business,3607.0,3,3,3,3,4,5,,,5,5,5,3,5,,5.0,0.0,satisfied
Female,disloyal Customer,,,Business,522.0,3,3,3,4,5,3,5.0,,5,2,4,3,4,5.0,,82.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,507.0,2,2,3,2,3,5,4.0,,5,5,5,5,5,,,0.0,satisfied
Female,Loyal Customer,44.0,Personal Travel,Eco,,1,4,0,4,2,4,4.0,,3,0,3,3,3,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,1,5,1,1,5,1,5.0,,5,2,5,5,4,5.0,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,,,Eco,,4,0,4,3,5,4,5.0,,3,3,3,3,2,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,469.0,2,2,2,2,5,5,,,5,5,5,5,5,,,0.0,satisfied
Female,Loyal Customer,56.0,Business travel,Business,397.0,3,3,3,3,2,5,,,4,4,4,4,4,,,0.0,satisfied
Male,Loyal Customer,55.0,Business travel,Business,,3,3,3,3,5,4,,,3,4,3,4,3,4.0,3.0,5.0,satisfied
Female,Loyal Customer,25.0,,Eco,,5,1,1,1,5,5,5.0,,5,5,3,3,5,5.0,56.0,48.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,,4,3,4,3,1,3,,,2,4,1,4,2,,110.0,103.0,satisfied
Male,Loyal Customer,28.0,,Eco,271.0,4,0,4,4,1,4,1.0,,5,2,4,2,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Business,872.0,4,2,4,3,4,4,4.0,,3,5,4,1,4,4.0,21.0,17.0,neutral or dissatisfied
Female,Loyal Customer,58.0,Business travel,Eco,,2,3,2,3,1,3,,,2,2,2,4,2,,0.0,7.0,satisfied
Male,Loyal Customer,40.0,,Business,,2,5,5,5,3,3,3.0,,2,2,2,4,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,49.0,,Eco Plus,,3,4,3,3,5,5,5.0,,3,3,3,3,3,3.0,56.0,34.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,3,4,4,1,3,5,4.0,,5,4,3,3,5,,,1.0,neutral or dissatisfied
Female,Loyal Customer,59.0,Business travel,Business,,4,4,2,4,5,4,5.0,,5,4,5,5,5,,,3.0,satisfied
Male,Loyal Customer,,Business travel,Eco,,5,3,3,3,5,5,5.0,,1,1,3,1,3,,0.0,0.0,satisfied
Female,Loyal Customer,59.0,,Business,,1,1,1,1,4,3,,,2,5,5,4,5,,,137.0,satisfied
Female,Loyal Customer,49.0,Business travel,Business,,3,3,3,3,2,4,,,4,4,4,4,4,,,0.0,satisfied
Female,Loyal Customer,42.0,Personal Travel,Eco,,1,2,1,3,5,3,,,2,1,2,4,2,3.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,,,Eco Plus,721.0,2,2,2,4,1,2,,,1,4,3,1,3,1.0,76.0,63.0,neutral or dissatisfied
Female,Loyal Customer,52.0,,Business,,5,5,5,5,4,5,4.0,,5,5,5,5,5,,0.0,6.0,satisfied
Male,disloyal Customer,22.0,,Eco,,5,0,5,4,5,5,,5.0,1,5,2,1,5,,,0.0,satisfied
Male,Loyal Customer,,Business travel,Eco Plus,,4,4,4,4,4,4,4.0,,4,3,5,4,5,4.0,,0.0,satisfied
Female,Loyal Customer,48.0,,Eco,152.0,2,5,2,4,2,4,4.0,,4,2,5,4,4,5.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,63.0,Personal Travel,Eco,,2,2,2,3,2,3,3.0,,3,2,3,2,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,4,5,4,4,4,3,4.0,,4,4,4,5,4,,0.0,0.0,satisfied
Male,disloyal Customer,,,Business,,1,4,1,3,2,1,,,5,3,5,3,4,,,2.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,2475.0,5,5,5,5,4,5,,,3,3,3,4,3,3.0,0.0,2.0,satisfied
Male,disloyal Customer,,,Eco,,3,5,3,2,3,3,3.0,,3,3,3,3,3,3.0,,0.0,neutral or dissatisfied
Male,disloyal Customer,46.0,,Business,,5,5,5,3,3,5,3.0,,3,5,4,3,5,3.0,,9.0,satisfied
Female,Loyal Customer,35.0,Personal Travel,Eco,1076.0,5,4,5,4,5,5,5.0,,4,5,4,3,4,5.0,0.0,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco Plus,,4,4,4,3,5,4,2.0,,4,1,4,2,5,,,5.0,satisfied
Male,Loyal Customer,51.0,,Business,,5,5,2,5,5,4,5.0,,4,4,4,4,4,,,4.0,satisfied
Female,Loyal Customer,60.0,,Business,3679.0,1,1,1,1,3,5,4.0,,4,4,4,3,4,,,2.0,satisfied
Male,Loyal Customer,29.0,Personal Travel,Eco,,3,5,3,3,2,3,,2.0,5,4,5,4,4,,0.0,2.0,neutral or dissatisfied
Female,Loyal Customer,33.0,Personal Travel,Eco,,3,4,3,2,4,3,,,5,3,1,1,1,4.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,48.0,Personal Travel,Eco,844.0,3,4,4,3,4,4,,4.0,4,4,4,3,4,,,1.0,neutral or dissatisfied
Male,disloyal Customer,24.0,Business travel,Eco,,3,3,3,4,2,3,2.0,,4,3,3,4,4,2.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,37.0,,Eco,,2,1,3,1,2,2,2.0,,3,4,4,3,3,2.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,4,5,4,1,5,5,,,2,4,5,3,2,4.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Eco,,3,4,4,4,3,3,3.0,,4,2,3,3,3,,,182.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,3,2,2,2,3,3,,,1,2,2,4,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,53.0,,Eco Plus,,2,5,2,2,3,5,4.0,,5,2,5,5,5,3.0,,34.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,4,4,4,4,4,4,4.0,,3,2,1,1,1,,,0.0,satisfied
Male,disloyal Customer,,Business travel,Business,,4,0,4,2,5,4,,,3,2,5,5,4,,,5.0,satisfied
Male,disloyal Customer,27.0,,Eco,,2,4,2,3,5,2,,5.0,3,5,3,2,4,5.0,0.0,3.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,395.0,4,4,4,5,4,4,4.0,,5,2,5,4,5,,0.0,0.0,satisfied
Female,Loyal Customer,39.0,,Business,,4,4,4,4,2,4,,4.0,4,4,4,4,4,1.0,12.0,16.0,neutral or dissatisfied
Male,Loyal Customer,60.0,Personal Travel,Eco,,4,2,4,4,4,2,2.0,,3,4,4,2,1,,,0.0,satisfied
Female,Loyal Customer,19.0,Personal Travel,Eco,772.0,4,1,4,3,3,4,,,2,1,3,3,2,,0.0,0.0,satisfied
Female,Loyal Customer,22.0,Business travel,Business,2577.0,3,4,4,4,3,3,,,1,1,3,2,2,,,66.0,neutral or dissatisfied
Male,Loyal Customer,73.0,,Eco Plus,,5,5,3,5,5,5,,,2,1,3,1,1,,,0.0,satisfied
Male,disloyal Customer,21.0,Business travel,Eco,,4,4,4,4,2,4,2.0,,4,2,4,4,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,49.0,Business travel,Business,,2,2,2,2,1,3,,,2,2,2,3,2,,,7.0,neutral or dissatisfied
Female,disloyal Customer,20.0,,Eco,,3,2,3,3,5,3,,,1,3,3,1,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,4,5,4,5,5,4,5.0,,5,4,5,5,5,5.0,0.0,0.0,satisfied
Male,disloyal Customer,25.0,Business travel,Eco,,2,2,2,3,4,2,,,1,2,3,3,3,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,29.0,,Business,1514.0,0,0,0,3,5,0,5.0,,4,3,4,4,5,,1.0,26.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco Plus,,2,4,2,3,2,5,2.0,,4,2,4,3,4,3.0,,22.0,neutral or dissatisfied
Male,Loyal Customer,40.0,Business travel,Business,694.0,5,5,5,5,2,5,,,4,4,4,5,4,,,8.0,satisfied
Male,Loyal Customer,39.0,,Eco,102.0,5,3,3,3,5,5,5.0,,2,2,1,4,1,,0.0,2.0,satisfied
Female,Loyal Customer,38.0,Personal Travel,Eco,,1,2,1,4,4,1,,,2,3,3,4,4,,,28.0,neutral or dissatisfied
Male,Loyal Customer,34.0,Business travel,Business,,5,5,5,5,4,4,,4.0,4,4,4,5,4,,4.0,30.0,satisfied
Male,Loyal Customer,33.0,,Business,,1,1,1,1,5,5,,,4,1,1,2,2,,0.0,3.0,satisfied
Male,Loyal Customer,38.0,,Business,,4,1,1,1,4,3,,4.0,4,4,4,3,4,,,25.0,neutral or dissatisfied
Male,disloyal Customer,25.0,,Business,,3,0,3,1,5,3,5.0,5.0,3,3,5,3,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,47.0,Business travel,Business,2509.0,2,2,2,2,3,5,,,4,4,4,3,4,5.0,,25.0,satisfied
Female,Loyal Customer,20.0,,Eco,,1,4,1,3,3,1,,3.0,3,5,4,3,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,21.0,Personal Travel,Eco,,3,3,3,3,2,3,,,3,4,4,3,3,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,31.0,Personal Travel,Eco,,2,4,1,2,1,1,1.0,,4,5,4,4,4,,,1.0,neutral or dissatisfied
Female,Loyal Customer,54.0,,Business,2084.0,3,3,3,3,2,4,5.0,4.0,4,4,4,4,4,4.0,0.0,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,3100.0,1,1,1,1,4,5,,,3,4,3,5,3,5.0,,113.0,satisfied
Female,Loyal Customer,44.0,,Eco,561.0,2,2,4,2,5,1,,,2,2,2,1,2,3.0,,29.0,neutral or dissatisfied
Female,Loyal Customer,35.0,Business travel,Eco Plus,271.0,1,4,4,4,1,1,,,3,1,3,3,3,,,31.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,3465.0,1,3,3,3,3,3,4.0,1.0,1,1,1,1,1,,,15.0,neutral or dissatisfied
Male,Loyal Customer,36.0,Business travel,Business,,2,3,3,3,5,3,2.0,,2,2,2,3,2,1.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,53.0,Business travel,Business,280.0,0,0,0,2,2,5,,,4,4,4,4,4,,,0.0,satisfied
Male,Loyal Customer,11.0,Business travel,Business,,4,1,1,1,4,4,4.0,,4,3,4,4,3,4.0,38.0,,neutral or dissatisfied
Male,disloyal Customer,35.0,,Business,,1,1,1,4,2,1,2.0,,1,5,4,4,4,,,22.0,neutral or dissatisfied
Female,disloyal Customer,25.0,Business travel,Eco,,2,0,2,4,1,2,1.0,,2,3,3,1,4,1.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,41.0,,Business,1426.0,4,4,4,4,3,5,5.0,,5,4,5,3,5,3.0,3.0,0.0,satisfied
Female,Loyal Customer,,,Eco Plus,,3,1,3,3,5,3,,,2,3,2,1,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,2,2,2,2,5,5,5.0,,5,5,5,5,5,,,4.0,satisfied
Female,Loyal Customer,42.0,Business travel,Business,,2,2,2,2,4,3,3.0,,3,3,2,2,3,,0.0,1.0,neutral or dissatisfied
Female,Loyal Customer,44.0,,Eco,491.0,3,5,3,4,5,5,5.0,,4,3,4,4,4,5.0,,33.0,neutral or dissatisfied
Female,Loyal Customer,45.0,,Business,,2,0,2,3,3,4,,,1,2,1,4,1,,47.0,50.0,neutral or dissatisfied
Female,Loyal Customer,43.0,Business travel,Business,,0,0,0,4,4,4,5.0,,3,2,2,4,3,,20.0,15.0,satisfied
Male,Loyal Customer,54.0,Business travel,Business,,4,4,4,4,5,4,5.0,,3,4,3,3,3,,0.0,5.0,satisfied
Male,Loyal Customer,28.0,Business travel,Eco,528.0,1,5,1,5,1,1,,,4,5,4,1,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,41.0,,Eco,241.0,2,4,5,4,3,2,,3.0,4,5,1,2,1,,,3.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,2369.0,2,1,3,3,2,4,,,2,2,2,3,2,,0.0,6.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,,2,5,3,4,4,3,4.0,,5,5,5,5,5,,,10.0,neutral or dissatisfied
Female,Loyal Customer,50.0,,Eco,,3,3,2,2,2,2,3.0,3.0,3,2,5,3,3,2.0,,8.0,neutral or dissatisfied
Female,Loyal Customer,22.0,,Business,1437.0,5,5,5,5,4,4,,,3,4,5,3,4,,,0.0,satisfied
Female,Loyal Customer,44.0,,Business,2288.0,4,5,5,4,5,1,,,1,3,4,1,1,,,73.0,neutral or dissatisfied
Female,disloyal Customer,,,Business,,3,3,3,1,3,3,3.0,3.0,3,5,5,4,4,3.0,21.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,1506.0,5,5,5,5,3,2,2.0,,4,4,4,5,4,,1.0,0.0,satisfied
Female,Loyal Customer,,,Eco,,1,1,1,1,5,4,3.0,,1,1,1,4,1,2.0,,6.0,neutral or dissatisfied
Female,disloyal Customer,26.0,Business travel,Business,,2,2,2,4,1,2,,,3,5,5,3,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,42.0,Business travel,Business,,5,5,5,5,2,4,4.0,,5,5,4,5,5,,,0.0,satisfied
Male,Loyal Customer,46.0,,Business,,5,5,5,5,4,4,,5.0,4,3,5,4,4,,,0.0,satisfied
Female,Loyal Customer,53.0,Business travel,Eco,,2,2,2,2,3,3,5.0,,2,2,2,4,2,,,33.0,satisfied
Female,disloyal Customer,29.0,,Eco,,2,2,2,3,5,2,,,4,4,1,3,3,5.0,,16.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,2,2,2,2,4,4,,,1,2,2,4,1,4.0,,164.0,satisfied
Female,Loyal Customer,29.0,Business travel,Business,2429.0,3,3,3,3,3,3,,,4,4,4,4,3,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,30.0,Business travel,Business,,3,3,3,2,4,3,,,4,2,4,5,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,404.0,3,5,4,5,4,3,2.0,,5,4,1,5,5,1.0,,2.0,neutral or dissatisfied
Male,Loyal Customer,31.0,,Business,,1,1,3,1,4,5,5.0,,5,4,1,5,3,4.0,0.0,0.0,satisfied
Female,Loyal Customer,,Business travel,Eco,946.0,4,1,2,2,4,4,,,2,5,3,1,3,4.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,,3,3,3,3,3,2,2.0,,2,4,4,2,2,2.0,,153.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco Plus,,3,5,3,3,5,3,4.0,,3,2,4,5,4,,,12.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,1,1,5,1,3,3,,,1,1,1,4,1,,,72.0,neutral or dissatisfied
Male,disloyal Customer,38.0,Business travel,Business,,1,1,1,3,3,1,3.0,,3,5,5,4,5,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,25.0,Business travel,Eco Plus,1215.0,4,3,3,3,4,4,3.0,,5,2,4,2,1,,,0.0,satisfied
Female,Loyal Customer,39.0,,Business,2867.0,5,5,5,5,3,5,,,4,4,4,3,4,3.0,,0.0,satisfied
Male,Loyal Customer,17.0,,Eco,,4,2,4,3,2,4,2.0,,1,2,3,2,3,2.0,,19.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,1012.0,2,2,2,3,2,3,,,5,2,1,4,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco Plus,763.0,3,3,3,4,5,1,1.0,,2,3,2,5,2,5.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,35.0,Business travel,Business,1499.0,5,5,5,5,5,4,,,5,5,5,3,5,,,0.0,satisfied
Male,Loyal Customer,47.0,Business travel,Business,,4,2,5,2,2,3,4.0,,4,3,4,1,4,3.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,54.0,,Eco,,3,1,1,1,2,2,2.0,,3,3,3,3,3,,,6.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,2,2,2,2,1,3,2.0,,2,2,2,3,2,4.0,14.0,0.0,neutral or dissatisfied
Female,Loyal Customer,47.0,Business travel,Business,,5,4,5,5,4,4,,,4,4,4,5,4,,0.0,0.0,satisfied
Male,Loyal Customer,30.0,Business travel,Business,2640.0,3,3,3,3,3,3,,3.0,5,2,4,3,1,3.0,,10.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,2773.0,1,1,1,1,2,4,4.0,,5,5,5,3,5,,0.0,0.0,satisfied
Male,disloyal Customer,44.0,,Eco,,1,1,1,3,5,1,5.0,,3,2,4,4,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,31.0,Personal Travel,Eco,,3,5,3,1,1,3,1.0,,5,4,4,5,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,4,4,4,4,2,4,,,5,2,4,5,4,,,0.0,neutral or dissatisfied
